secteur;site;tstamp;trafic_mbps;;;
T78271A;T78271;lundi 23 juillet 2018;16.82165483;;;
T78271B;T78271;lundi 23 juillet 2018;16.08403482;;;
T78271C;T78271;lundi 23 juillet 2018;34.39507889;;;
T78273A;T78273;lundi 23 juillet 2018;3.367924534;;;
T78273B;T78273;lundi 23 juillet 2018;11.6904473;;;
T78273C;T78273;lundi 23 juillet 2018;22.50740243;;;
T78274A;T78274;lundi 23 juillet 2018;18.40008101;;;
T78274B;T78274;lundi 23 juillet 2018;4.315701077;;;
T78274C;T78274;lundi 23 juillet 2018;7.636828587;;;
T78279A;T78279;lundi 23 juillet 2018;2.162298578;;;
T78279B;T78279;lundi 23 juillet 2018;0.538506133;;;
T78279C;T78279;lundi 23 juillet 2018;2.125390487;;;
T78280A;T78280;lundi 23 juillet 2018;1.546502264;;;
T78280B;T78280;lundi 23 juillet 2018;5.920297156;;;
T78280C;T78280;lundi 23 juillet 2018;5.995518425;;;
T70721A;T70721;lundi 30 juillet 2018;0.977368421;;;
T70721B;T70721;lundi 30 juillet 2018;2.146489054;;;
T70721C;T70721;lundi 30 juillet 2018;0.309125526;;;
T70722A;T70722;lundi 30 juillet 2018;4.31230354;;;
T70722B;T70722;lundi 30 juillet 2018;8.243477981;;;
T70722C;T70722;lundi 30 juillet 2018;11.16251913;;;
T70724A;T70724;lundi 30 juillet 2018;9.283871035;;;
T70724B;T70724;lundi 30 juillet 2018;4.454701098;;;
T70724C;T70724;lundi 30 juillet 2018;7.546106667;;;
T70725A;T70725;lundi 30 juillet 2018;10.12288394;;;
T70725B;T70725;lundi 30 juillet 2018;15.13453775;;;
T70725C;T70725;lundi 30 juillet 2018;18.07450649;;;
T70730A;T70730;lundi 30 juillet 2018;17.17589737;;;
T70730B;T70730;lundi 30 juillet 2018;12.35771697;;;
T70730C;T70730;lundi 30 juillet 2018;9.29355724;;;
T70735A;T70735;lundi 30 juillet 2018;8.569770063;;;
T70735B;T70735;lundi 30 juillet 2018;7.648637785;;;
T70735C;T70735;lundi 30 juillet 2018;9.219612657;;;
T70737A;T70737;lundi 30 juillet 2018;6.185854749;;;
T70737B;T70737;lundi 30 juillet 2018;6.986196506;;;
T70737C;T70737;lundi 30 juillet 2018;5.914196026;;;
T70738A;T70738;lundi 30 juillet 2018;13.1767863;;;
T70738B;T70738;lundi 30 juillet 2018;4.282881142;;;
T70738C;T70738;lundi 30 juillet 2018;10.65223123;;;
T70743A;T70743;lundi 30 juillet 2018;0.367743102;;;
T70743B;T70743;lundi 30 juillet 2018;7.009113013;;;
T70743C;T70743;lundi 30 juillet 2018;3.229874594;;;
T70744A;T70744;lundi 30 juillet 2018;16.3242122;;;
T70744B;T70744;lundi 30 juillet 2018;21.85414776;;;
T70744C;T70744;lundi 30 juillet 2018;12.51396891;;;
T70745A;T70745;lundi 30 juillet 2018;9.466753532;;;
T70745B;T70745;lundi 30 juillet 2018;8.208703544;;;
T70745C;T70745;lundi 30 juillet 2018;4.094694297;;;
T70747A;T70747;lundi 30 juillet 2018;1.589838563;;;
T70747B;T70747;lundi 30 juillet 2018;1.023728469;;;
T70747C;T70747;lundi 30 juillet 2018;19.7233887;;;
T76995A;T76995;lundi 30 juillet 2018;8.436980226;;;
T76995B;T76995;lundi 30 juillet 2018;2.595335301;;;
T76995C;T76995;lundi 30 juillet 2018;5.11994975;;;
T77125A;T77125;lundi 30 juillet 2018;1.798656538;;;
T77125B;T77125;lundi 30 juillet 2018;4.396738614;;;
T77125C;T77125;lundi 30 juillet 2018;36.22173525;;;
T78256A;T78256;lundi 30 juillet 2018;17.03911659;;;
T78256B;T78256;lundi 30 juillet 2018;16.64326906;;;
T78256C;T78256;lundi 30 juillet 2018;14.52264764;;;
T78258A;T78258;lundi 30 juillet 2018;12.14482445;;;
T78258B;T78258;lundi 30 juillet 2018;15.76237993;;;
T78258C;T78258;lundi 30 juillet 2018;29.12960639;;;
T78259A;T78259;lundi 30 juillet 2018;9.728707491;;;
T78259B;T78259;lundi 30 juillet 2018;8.542673475;;;
T78259C;T78259;lundi 30 juillet 2018;3.464494916;;;
T78262A;T78262;lundi 30 juillet 2018;11.78726627;;;
T78262B;T78262;lundi 30 juillet 2018;8.800755551;;;
T78262C;T78262;lundi 30 juillet 2018;13.44492598;;;
T78264A;T78264;lundi 30 juillet 2018;1.262752367;;;
T78264B;T78264;lundi 30 juillet 2018;1.865886534;;;
T78264C;T78264;lundi 30 juillet 2018;5.385697912;;;
T78269A;T78269;lundi 30 juillet 2018;12.40290787;;;
T78269B;T78269;lundi 30 juillet 2018;13.44586371;;;
T78269C;T78269;lundi 30 juillet 2018;4.682423393;;;
T78270A;T78270;lundi 30 juillet 2018;7.799943226;;;
T78270B;T78270;lundi 30 juillet 2018;1.991032432;;;
T78270C;T78270;lundi 30 juillet 2018;2.502370477;;;
T78271A;T78271;lundi 30 juillet 2018;17.45673725;;;
T78271B;T78271;lundi 30 juillet 2018;19.06397806;;;
T78271C;T78271;lundi 30 juillet 2018;42.90830183;;;
T78273A;T78273;lundi 30 juillet 2018;3.059944454;;;
T78273B;T78273;lundi 30 juillet 2018;13.04813457;;;
T78273C;T78273;lundi 30 juillet 2018;22.68902379;;;
T78274A;T78274;lundi 30 juillet 2018;19.00871117;;;
T78274B;T78274;lundi 30 juillet 2018;4.397546395;;;
T78274C;T78274;lundi 30 juillet 2018;6.857351608;;;
T78279A;T78279;lundi 30 juillet 2018;1.57480385;;;
T78279B;T78279;lundi 30 juillet 2018;0.789329477;;;
T78279C;T78279;lundi 30 juillet 2018;2.543963963;;;
T78280A;T78280;lundi 30 juillet 2018;1.100978864;;;
T78280B;T78280;lundi 30 juillet 2018;6.432419073;;;
T78280C;T78280;lundi 30 juillet 2018;8.450454864;;;
T70721A;T70721;lundi 6 août 2018;2.145574817;;;
T70721B;T70721;lundi 6 août 2018;3.155554877;;;
T70721C;T70721;lundi 6 août 2018;0.335967939;;;
T70722A;T70722;lundi 6 août 2018;4.171041768;;;
T70722B;T70722;lundi 6 août 2018;8.967747236;;;
T70722C;T70722;lundi 6 août 2018;12.49676411;;;
T70724A;T70724;lundi 6 août 2018;8.850700249;;;
T70724B;T70724;lundi 6 août 2018;4.853796827;;;
T70724C;T70724;lundi 6 août 2018;7.776056264;;;
T70725A;T70725;lundi 6 août 2018;11.4652282;;;
T70725B;T70725;lundi 6 août 2018;15.40293425;;;
T70725C;T70725;lundi 6 août 2018;11.01889749;;;
T70730A;T70730;lundi 6 août 2018;18.2359431;;;
T70730B;T70730;lundi 6 août 2018;14.38633359;;;
T70730C;T70730;lundi 6 août 2018;8.745225864;;;
T70735A;T70735;lundi 6 août 2018;7.468299133;;;
T70735B;T70735;lundi 6 août 2018;7.757770515;;;
T70735C;T70735;lundi 6 août 2018;9.740067232;;;
T70737A;T70737;lundi 6 août 2018;5.981491743;;;
T70737B;T70737;lundi 6 août 2018;8.196301868;;;
T70737C;T70737;lundi 6 août 2018;8.360578688;;;
T70738A;T70738;lundi 6 août 2018;21.50855824;;;
T70738B;T70738;lundi 6 août 2018;4.343626543;;;
T70738C;T70738;lundi 6 août 2018;10.73720825;;;
T70743A;T70743;lundi 6 août 2018;0.440099869;;;
T70743B;T70743;lundi 6 août 2018;7.641532093;;;
T70743C;T70743;lundi 6 août 2018;3.423834149;;;
T70744A;T70744;lundi 6 août 2018;17.68209929;;;
T70744B;T70744;lundi 6 août 2018;23.96041646;;;
T70744C;T70744;lundi 6 août 2018;14.19177517;;;
T70745A;T70745;lundi 6 août 2018;11.61568211;;;
T70745B;T70745;lundi 6 août 2018;8.341368125;;;
T70745C;T70745;lundi 6 août 2018;3.877138048;;;
T70747A;T70747;lundi 6 août 2018;1.435756139;;;
T70747B;T70747;lundi 6 août 2018;1.44872337;;;
T70747C;T70747;lundi 6 août 2018;13.82200627;;;
T76995A;T76995;lundi 6 août 2018;7.974735707;;;
T76995B;T76995;lundi 6 août 2018;3.725482617;;;
T76995C;T76995;lundi 6 août 2018;5.968032328;;;
T77125A;T77125;lundi 6 août 2018;2.34924696;;;
T77125B;T77125;lundi 6 août 2018;4.764280895;;;
T77125C;T77125;lundi 6 août 2018;45.97841338;;;
T78256A;T78256;lundi 6 août 2018;16.0394661;;;
T78256B;T78256;lundi 6 août 2018;19.53653889;;;
T78256C;T78256;lundi 6 août 2018;14.05696668;;;
T78258A;T78258;lundi 6 août 2018;11.28217546;;;
T78258B;T78258;lundi 6 août 2018;16.56252047;;;
T78258C;T78258;lundi 6 août 2018;36.30820868;;;
T78259A;T78259;lundi 6 août 2018;7.120334028;;;
T78259B;T78259;lundi 6 août 2018;6.563135317;;;
T78259C;T78259;lundi 6 août 2018;2.818147077;;;
T78262A;T78262;lundi 6 août 2018;12.74687906;;;
T78262B;T78262;lundi 6 août 2018;9.789773933;;;
T78262C;T78262;lundi 6 août 2018;10.62362031;;;
T78264A;T78264;lundi 6 août 2018;1.313994773;;;
T78264B;T78264;lundi 6 août 2018;1.665362489;;;
T78264C;T78264;lundi 6 août 2018;6.307974889;;;
T78269A;T78269;lundi 6 août 2018;13.05999312;;;
T78269B;T78269;lundi 6 août 2018;12.85077196;;;
T78269C;T78269;lundi 6 août 2018;4.642841653;;;
T78270A;T78270;lundi 6 août 2018;6.850987809;;;
T78270B;T78270;lundi 6 août 2018;2.791213017;;;
T78270C;T78270;lundi 6 août 2018;3.816903841;;;
T78271A;T78271;lundi 6 août 2018;24.71184181;;;
T78271B;T78271;lundi 6 août 2018;26.13204277;;;
T78271C;T78271;lundi 6 août 2018;52.76071763;;;
T78273A;T78273;lundi 6 août 2018;3.236965071;;;
T78273B;T78273;lundi 6 août 2018;11.50165496;;;
T78273C;T78273;lundi 6 août 2018;24.74868495;;;
T78274A;T78274;lundi 6 août 2018;14.89970179;;;
T78274B;T78274;lundi 6 août 2018;4.885386282;;;
T78274C;T78274;lundi 6 août 2018;7.062735679;;;
T78279A;T78279;lundi 6 août 2018;1.051113234;;;
T78279B;T78279;lundi 6 août 2018;0.675807915;;;
T78279C;T78279;lundi 6 août 2018;1.458316825;;;
T78280A;T78280;lundi 6 août 2018;0.953490415;;;
T78280B;T78280;lundi 6 août 2018;6.723741997;;;
T78280C;T78280;lundi 6 août 2018;6.951484714;;;
T70721A;T70721;lundi 13 août 2018;1.545777925;;;
T70721B;T70721;lundi 13 août 2018;2.618605976;;;
T70721C;T70721;lundi 13 août 2018;0.369950249;;;
T70722A;T70722;lundi 13 août 2018;4.990729019;;;
T70722B;T70722;lundi 13 août 2018;8.574700596;;;
T70722C;T70722;lundi 13 août 2018;15.83779479;;;
T70724A;T70724;lundi 13 août 2018;9.377019544;;;
T70724B;T70724;lundi 13 août 2018;4.637320082;;;
T70724C;T70724;lundi 13 août 2018;8.509544728;;;
T70725A;T70725;lundi 13 août 2018;10.74865483;;;
T70725B;T70725;lundi 13 août 2018;14.34211871;;;
T70725C;T70725;lundi 13 août 2018;10.97596963;;;
T70730A;T70730;lundi 13 août 2018;21.68586706;;;
T70730B;T70730;lundi 13 août 2018;14.20013834;;;
T70730C;T70730;lundi 13 août 2018;8.90426154;;;
T70735A;T70735;lundi 13 août 2018;10.23949258;;;
T70735B;T70735;lundi 13 août 2018;10.00323685;;;
T70735C;T70735;lundi 13 août 2018;9.529288358;;;
T70737A;T70737;lundi 13 août 2018;8.336391184;;;
T70737B;T70737;lundi 13 août 2018;8.393494064;;;
T70737C;T70737;lundi 13 août 2018;7.431596318;;;
T70738A;T70738;lundi 13 août 2018;15.5275126;;;
T70738B;T70738;lundi 13 août 2018;4.731968002;;;
T70738C;T70738;lundi 13 août 2018;10.59686927;;;
T70743A;T70743;lundi 13 août 2018;0.501670981;;;
T70743B;T70743;lundi 13 août 2018;6.691892657;;;
T70743C;T70743;lundi 13 août 2018;3.235831787;;;
T70744A;T70744;lundi 13 août 2018;14.92205299;;;
T70744B;T70744;lundi 13 août 2018;28.32111945;;;
T70744C;T70744;lundi 13 août 2018;16.79484177;;;
T70745A;T70745;lundi 13 août 2018;12.84722941;;;
T70745B;T70745;lundi 13 août 2018;8.057456304;;;
T70745C;T70745;lundi 13 août 2018;5.492366987;;;
T70747A;T70747;lundi 13 août 2018;2.035139311;;;
T70747B;T70747;lundi 13 août 2018;1.443664177;;;
T70747C;T70747;lundi 13 août 2018;14.46276244;;;
T76995A;T76995;lundi 13 août 2018;8.945957539;;;
T76995B;T76995;lundi 13 août 2018;3.361113737;;;
T76995C;T76995;lundi 13 août 2018;5.602031104;;;
T77125A;T77125;lundi 13 août 2018;2.764384001;;;
T77125B;T77125;lundi 13 août 2018;5.367015064;;;
T77125C;T77125;lundi 13 août 2018;45.53823421;;;
T78256A;T78256;lundi 13 août 2018;18.77414764;;;
T78256B;T78256;lundi 13 août 2018;16.82788115;;;
T78256C;T78256;lundi 13 août 2018;14.47961702;;;
T78258A;T78258;lundi 13 août 2018;11.21356861;;;
T78258B;T78258;lundi 13 août 2018;15.16175202;;;
T78258C;T78258;lundi 13 août 2018;39.25553801;;;
T78259A;T78259;lundi 13 août 2018;8.503462903;;;
T78259B;T78259;lundi 13 août 2018;8.580293211;;;
T78259C;T78259;lundi 13 août 2018;2.769064672;;;
T78262A;T78262;lundi 13 août 2018;12.9696001;;;
T78262B;T78262;lundi 13 août 2018;8.908836772;;;
T78262C;T78262;lundi 13 août 2018;11.64510158;;;
T78264A;T78264;lundi 13 août 2018;2.123375118;;;
T78264B;T78264;lundi 13 août 2018;2.008997594;;;
T78264C;T78264;lundi 13 août 2018;6.557363433;;;
T78269A;T78269;lundi 13 août 2018;12.22880099;;;
T78269B;T78269;lundi 13 août 2018;14.17315743;;;
T78269C;T78269;lundi 13 août 2018;5.463774978;;;
T78270A;T78270;lundi 13 août 2018;7.022050337;;;
T78270B;T78270;lundi 13 août 2018;1.891533082;;;
T78270C;T78270;lundi 13 août 2018;4.729116773;;;
T78271A;T78271;lundi 13 août 2018;22.90158281;;;
T78271B;T78271;lundi 13 août 2018;24.13727164;;;
T78271C;T78271;lundi 13 août 2018;52.92235711;;;
T78273A;T78273;lundi 13 août 2018;3.605801298;;;
T78273B;T78273;lundi 13 août 2018;10.39509574;;;
T78273C;T78273;lundi 13 août 2018;25.75499629;;;
T78274A;T78274;lundi 13 août 2018;14.70253371;;;
T78274B;T78274;lundi 13 août 2018;5.135815093;;;
T78274C;T78274;lundi 13 août 2018;6.727681487;;;
T78279A;T78279;lundi 13 août 2018;0.976746314;;;
T78279B;T78279;lundi 13 août 2018;0.798592585;;;
T78279C;T78279;lundi 13 août 2018;0.773984361;;;
T78280A;T78280;lundi 13 août 2018;0.742850708;;;
T78280B;T78280;lundi 13 août 2018;4.134233095;;;
T78280C;T78280;lundi 13 août 2018;7.15169589;;;
T70721A;T70721;lundi 20 août 2018;1.262100578;;;
T70721B;T70721;lundi 20 août 2018;2.52855591;;;
T70721C;T70721;lundi 20 août 2018;0.221025545;;;
T70722A;T70722;lundi 20 août 2018;5.495601892;;;
T70722B;T70722;lundi 20 août 2018;7.609492477;;;
T70722C;T70722;lundi 20 août 2018;12.63417028;;;
T70724A;T70724;lundi 20 août 2018;9.591520347;;;
T70724B;T70724;lundi 20 août 2018;6.192064764;;;
T70724C;T70724;lundi 20 août 2018;5.952632489;;;
T70725A;T70725;lundi 20 août 2018;10.95551119;;;
T70725B;T70725;lundi 20 août 2018;13.86155832;;;
T70725C;T70725;lundi 20 août 2018;8.845865646;;;
T70730A;T70730;lundi 20 août 2018;34.32963078;;;
T70730B;T70730;lundi 20 août 2018;11.58319875;;;
T70730C;T70730;lundi 20 août 2018;8.534276544;;;
T70735A;T70735;lundi 20 août 2018;9.717300949;;;
T70735B;T70735;lundi 20 août 2018;8.353863875;;;
T70735C;T70735;lundi 20 août 2018;8.425495998;;;
T70737A;T70737;lundi 20 août 2018;7.116651408;;;
T70737B;T70737;lundi 20 août 2018;10.56310092;;;
T70737C;T70737;lundi 20 août 2018;7.20361083;;;
T70738A;T70738;lundi 20 août 2018;14.04016547;;;
T70738B;T70738;lundi 20 août 2018;3.507681831;;;
T70738C;T70738;lundi 20 août 2018;11.24379698;;;
T70743A;T70743;lundi 20 août 2018;0.569437545;;;
T70743B;T70743;lundi 20 août 2018;6.865348271;;;
T70743C;T70743;lundi 20 août 2018;3.134795078;;;
T70744A;T70744;lundi 20 août 2018;14.46649775;;;
T70744B;T70744;lundi 20 août 2018;21.69111378;;;
T70744C;T70744;lundi 20 août 2018;10.2723966;;;
T70745A;T70745;lundi 20 août 2018;8.281203592;;;
T70745B;T70745;lundi 20 août 2018;10.88968056;;;
T70745C;T70745;lundi 20 août 2018;6.546106564;;;
T70747A;T70747;lundi 20 août 2018;2.110894832;;;
T70747B;T70747;lundi 20 août 2018;0.884479937;;;
T70747C;T70747;lundi 20 août 2018;29.59797713;;;
T76995A;T76995;lundi 20 août 2018;7.323117489;;;
T76995B;T76995;lundi 20 août 2018;2.477031423;;;
T76995C;T76995;lundi 20 août 2018;5.819067274;;;
T77125A;T77125;lundi 20 août 2018;2.126781005;;;
T77125B;T77125;lundi 20 août 2018;4.997913966;;;
T77125C;T77125;lundi 20 août 2018;39.48455052;;;
T78256A;T78256;lundi 20 août 2018;16.66307191;;;
T78256B;T78256;lundi 20 août 2018;16.46006679;;;
T78256C;T78256;lundi 20 août 2018;17.71607841;;;
T78258A;T78258;lundi 20 août 2018;10.8156559;;;
T78258B;T78258;lundi 20 août 2018;15.117542;;;
T78258C;T78258;lundi 20 août 2018;34.50640033;;;
T78259A;T78259;lundi 20 août 2018;10.64880542;;;
T78259B;T78259;lundi 20 août 2018;7.91867545;;;
T78259C;T78259;lundi 20 août 2018;3.6823006;;;
T78262A;T78262;lundi 20 août 2018;13.03146277;;;
T78262B;T78262;lundi 20 août 2018;7.95938893;;;
T78262C;T78262;lundi 20 août 2018;8.20249379;;;
T78264A;T78264;lundi 20 août 2018;1.351689366;;;
T78264B;T78264;lundi 20 août 2018;1.864883236;;;
T78264C;T78264;lundi 20 août 2018;7.67603236;;;
T78269A;T78269;lundi 20 août 2018;13.00942859;;;
T78269B;T78269;lundi 20 août 2018;15.38775914;;;
T78269C;T78269;lundi 20 août 2018;4.996213444;;;
T78270A;T78270;lundi 20 août 2018;7.396148919;;;
T78270B;T78270;lundi 20 août 2018;0.736616058;;;
T78270C;T78270;lundi 20 août 2018;3.244793112;;;
T78271A;T78271;lundi 20 août 2018;22.39956308;;;
T78271B;T78271;lundi 20 août 2018;22.86221104;;;
T78271C;T78271;lundi 20 août 2018;47.95122023;;;
T78273A;T78273;lundi 20 août 2018;3.03430468;;;
T78273B;T78273;lundi 20 août 2018;10.73328481;;;
T78273C;T78273;lundi 20 août 2018;24.08790287;;;
T78274A;T78274;lundi 20 août 2018;12.79501805;;;
T78274B;T78274;lundi 20 août 2018;3.641329113;;;
T78274C;T78274;lundi 20 août 2018;6.504078257;;;
T78279A;T78279;lundi 20 août 2018;0.944868018;;;
T78279B;T78279;lundi 20 août 2018;0.625422506;;;
T78279C;T78279;lundi 20 août 2018;0.939142779;;;
T78280A;T78280;lundi 20 août 2018;1.210267943;;;
T78280B;T78280;lundi 20 août 2018;6.898152563;;;
T78280C;T78280;lundi 20 août 2018;7.323757446;;;
T70721A;T70721;lundi 27 août 2018;1.156925335;;;
T70721B;T70721;lundi 27 août 2018;3.224227194;;;
T70721C;T70721;lundi 27 août 2018;0.230791145;;;
T70722A;T70722;lundi 27 août 2018;5.31019353;;;
T70722B;T70722;lundi 27 août 2018;8.386824052;;;
T70722C;T70722;lundi 27 août 2018;11.23473524;;;
T70724A;T70724;lundi 27 août 2018;8.632264279;;;
T70724B;T70724;lundi 27 août 2018;5.520178149;;;
T70724C;T70724;lundi 27 août 2018;7.366648874;;;
T70725A;T70725;lundi 27 août 2018;10.21904713;;;
T70725B;T70725;lundi 27 août 2018;14.35274539;;;
T70725C;T70725;lundi 27 août 2018;12.52144961;;;
T70730A;T70730;lundi 27 août 2018;29.40484488;;;
T70730B;T70730;lundi 27 août 2018;14.31137732;;;
T70730C;T70730;lundi 27 août 2018;10.20409154;;;
T70735A;T70735;lundi 27 août 2018;8.303115168;;;
T70735B;T70735;lundi 27 août 2018;7.239408054;;;
T70735C;T70735;lundi 27 août 2018;6.994493454;;;
T70737A;T70737;lundi 27 août 2018;7.415576935;;;
T70737B;T70737;lundi 27 août 2018;8.313337325;;;
T70737C;T70737;lundi 27 août 2018;9.735927856;;;
T70738A;T70738;lundi 27 août 2018;13.74076004;;;
T70738B;T70738;lundi 27 août 2018;2.996641925;;;
T70738C;T70738;lundi 27 août 2018;8.858473915;;;
T70743A;T70743;lundi 27 août 2018;0.501786486;;;
T70743B;T70743;lundi 27 août 2018;8.442326009;;;
T70743C;T70743;lundi 27 août 2018;2.902607712;;;
T70744A;T70744;lundi 27 août 2018;14.1038386;;;
T70744B;T70744;lundi 27 août 2018;21.6047679;;;
T70744C;T70744;lundi 27 août 2018;6.245411842;;;
T70745A;T70745;lundi 27 août 2018;10.37799194;;;
T70745B;T70745;lundi 27 août 2018;10.62000001;;;
T70745C;T70745;lundi 27 août 2018;4.703147402;;;
T70747A;T70747;lundi 27 août 2018;1.550917809;;;
T70747B;T70747;lundi 27 août 2018;0.899008006;;;
T70747C;T70747;lundi 27 août 2018;13.52182398;;;
T76995A;T76995;lundi 27 août 2018;10.46851109;;;
T76995B;T76995;lundi 27 août 2018;2.057299436;;;
T76995C;T76995;lundi 27 août 2018;5.06047867;;;
T77125A;T77125;lundi 27 août 2018;2.318259885;;;
T77125B;T77125;lundi 27 août 2018;5.185539779;;;
T77125C;T77125;lundi 27 août 2018;26.24813276;;;
T78256A;T78256;lundi 27 août 2018;16.32841984;;;
T78256B;T78256;lundi 27 août 2018;18.46734568;;;
T78256C;T78256;lundi 27 août 2018;14.16223721;;;
T78258A;T78258;lundi 27 août 2018;7.997360001;;;
T78258B;T78258;lundi 27 août 2018;15.08493253;;;
T78258C;T78258;lundi 27 août 2018;30.14618982;;;
T78259A;T78259;lundi 27 août 2018;10.02217956;;;
T78259B;T78259;lundi 27 août 2018;8.195637856;;;
T78259C;T78259;lundi 27 août 2018;3.32624559;;;
T78262A;T78262;lundi 27 août 2018;10.81438394;;;
T78262B;T78262;lundi 27 août 2018;9.157626805;;;
T78262C;T78262;lundi 27 août 2018;10.18461065;;;
T78264A;T78264;lundi 27 août 2018;0.907299665;;;
T78264B;T78264;lundi 27 août 2018;1.131524453;;;
T78264C;T78264;lundi 27 août 2018;4.709566514;;;
T78269A;T78269;lundi 27 août 2018;11.1661743;;;
T78269B;T78269;lundi 27 août 2018;16.81154875;;;
T78269C;T78269;lundi 27 août 2018;5.038701617;;;
T78270A;T78270;lundi 27 août 2018;7.563323896;;;
T78270B;T78270;lundi 27 août 2018;0.948606845;;;
T78270C;T78270;lundi 27 août 2018;3.459005784;;;
T78271A;T78271;lundi 27 août 2018;21.56519888;;;
T78271B;T78271;lundi 27 août 2018;18.14746347;;;
T78271C;T78271;lundi 27 août 2018;43.11135245;;;
T78273A;T78273;lundi 27 août 2018;2.935291564;;;
T78273B;T78273;lundi 27 août 2018;11.7415893;;;
T78273C;T78273;lundi 27 août 2018;24.21495762;;;
T78274A;T78274;lundi 27 août 2018;19.67278114;;;
T78274B;T78274;lundi 27 août 2018;3.846276039;;;
T78274C;T78274;lundi 27 août 2018;5.983092417;;;
T78279A;T78279;lundi 27 août 2018;0.839886274;;;
T78279B;T78279;lundi 27 août 2018;0.751129264;;;
T78279C;T78279;lundi 27 août 2018;0.714421943;;;
T78280A;T78280;lundi 27 août 2018;0.798525388;;;
T78280B;T78280;lundi 27 août 2018;4.739152628;;;
T78280C;T78280;lundi 27 août 2018;5.465515009;;;
T70721A;T70721;lundi 3 septembre 2018;0.531804651;;;
T70721B;T70721;lundi 3 septembre 2018;2.019280646;;;
